,Unnamed: 0,Airline,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
312,312,IndiGo,Mumbai,Hyderabad,01:40,03:10,1h 30m,non-stop,2754
313,313,IndiGo,Chennai,Kolkata,22:05,00:25 28 Jun,2h 20m,non-stop,5277
314,314,Multiple carriers,Delhi,Cochin,13:00,01:30 10 Jun,12h 30m,1 stop,7198
315,315,Jet Airways,Delhi,Cochin,14:00,19:00,5h,1 stop,14714
316,316,Air India,Kolkata,Banglore,16:45,12:30 19 May,19h 45m,2 stops,15170
317,317,Jet Airways,Delhi,Cochin,21:25,12:35 10 Jun,15h 10m,2 stops,13292
318,318,Multiple carriers,Delhi,Cochin,07:00,13:20,6h 20m,1 stop,9042
319,319,Jet Airways,Kolkata,Banglore,13:55,19:40,5h 45m,1 stop,14231
320,320,Air India,Delhi,Cochin,13:15,09:25 16 Jun,20h 10m,2 stops,8839
321,321,IndiGo,Delhi,Cochin,04:45,13:20,8h 35m,1 stop,14871
322,322,SpiceJet,Mumbai,Hyderabad,22:45,00:15 28 May,1h 30m,non-stop,2017
323,323,Jet Airways,Delhi,Cochin,05:30,19:00,13h 30m,2 stops,15129
324,324,Jet Airways,Kolkata,Banglore,18:55,22:35 25 May,27h 40m,1 stop,10844
325,325,Jet Airways,Delhi,Cochin,09:40,04:25 22 May,18h 45m,2 stops,13029
326,326,Multiple carriers,Delhi,Cochin,08:30,19:00,10h 30m,1 stop,9627
327,327,Multiple carriers,Delhi,Cochin,07:05,21:00,13h 55m,1 stop,13587
328,328,Multiple carriers,Delhi,Cochin,02:15,13:20,11h 5m,1 stop,17057
329,329,Multiple carriers,Delhi,Cochin,11:30,21:00,9h 30m,1 stop,6943
330,330,Jet Airways,Banglore,Delhi,18:55,22:00,3h 5m,non-stop,7229
331,331,Jet Airways,Kolkata,Banglore,08:25,20:45,12h 20m,1 stop,14781
332,332,Multiple carriers,Delhi,Cochin,08:30,19:15,10h 45m,1 stop,7354
333,333,Jet Airways,Kolkata,Banglore,20:25,10:55 13 Jun,14h 30m,1 stop,12692
334,334,Jet Airways,Banglore,Delhi,08:20,11:20,3h,non-stop,5769
335,335,Jet Airways,Delhi,Cochin,05:30,19:00,13h 30m,2 stops,13014
336,336,Jet Airways,Delhi,Cochin,11:30,19:00,7h 30m,1 stop,16079
337,337,IndiGo,Kolkata,Banglore,15:15,20:05,4h 50m,1 stop,4565
338,338,Jet Airways,Banglore,New Delhi,11:40,07:40 02 Mar,20h,1 stop,22270
339,339,Jet Airways,Kolkata,Banglore,16:30,16:20 02 Apr,23h 50m,1 stop,7064
340,340,Jet Airways,Delhi,Cochin,22:50,04:25 28 Jun,5h 35m,1 stop,12898
341,341,IndiGo,Delhi,Cochin,14:30,17:35,3h 5m,non-stop,7673
342,342,SpiceJet,Mumbai,Hyderabad,05:45,07:15,1h 30m,non-stop,2647
343,343,Jet Airways,Kolkata,Banglore,18:55,19:50 22 May,24h 55m,1 stop,10844
344,344,Multiple carriers,Delhi,Cochin,13:00,01:35 22 Mar,12h 35m,1 stop,13542
345,345,Air India,Kolkata,Banglore,08:20,20:25,12h 5m,2 stops,12534
346,346,SpiceJet,Kolkata,Banglore,09:00,11:25,2h 25m,non-stop,3841
347,347,Multiple carriers,Delhi,Cochin,11:25,19:00,7h 35m,1 stop,10877
348,348,Jet Airways,Kolkata,Banglore,20:00,08:15 25 May,12h 15m,1 stop,8586
349,349,Air India,Delhi,Cochin,07:00,19:15,12h 15m,1 stop,15704
350,350,Vistara,Mumbai,Hyderabad,14:40,09:25 07 Mar,18h 45m,1 stop,12395
351,351,IndiGo,Chennai,Kolkata,05:15,07:40,2h 25m,non-stop,3850
352,352,IndiGo,Kolkata,Banglore,17:35,22:15,4h 40m,1 stop,5386
353,353,IndiGo,Delhi,Cochin,08:30,21:00,12h 30m,1 stop,7081
354,354,Air India,Chennai,Kolkata,11:40,13:55,2h 15m,non-stop,19630
355,355,Jet Airways,Banglore,New Delhi,11:40,05:05 02 Mar,17h 25m,1 stop,22270
356,356,Jet Airways,Kolkata,Banglore,20:25,23:35 10 Jun,27h 10m,1 stop,12692
357,357,IndiGo,Kolkata,Banglore,20:20,22:55,2h 35m,non-stop,4804
358,358,IndiGo,Kolkata,Banglore,20:25,23:05,2h 40m,non-stop,4778
359,359,IndiGo,Kolkata,Banglore,15:15,17:45,2h 30m,non-stop,4804
360,360,Air India,Kolkata,Banglore,09:25,07:55 25 May,22h 30m,1 stop,8366
361,361,Jet Airways,Kolkata,Banglore,20:00,19:50 19 May,23h 50m,1 stop,10844
362,362,Jet Airways,Banglore,Delhi,11:10,14:05,2h 55m,non-stop,4030
363,363,SpiceJet,Delhi,Cochin,17:55,22:50,4h 55m,1 stop,5975
364,364,Multiple carriers,Delhi,Cochin,04:55,12:35,7h 40m,1 stop,8882
365,365,Air India,Mumbai,Hyderabad,05:30,14:50,9h 20m,2 stops,13757
366,366,IndiGo,Delhi,Cochin,11:30,01:35 22 Mar,14h 5m,1 stop,7318
367,367,Jet Airways,Delhi,Cochin,13:00,19:00,6h,1 stop,14714
368,368,Jet Airways,Delhi,Cochin,07:05,12:35,5h 30m,1 stop,12898
369,369,Vistara,Banglore,Delhi,11:30,14:20,2h 50m,non-stop,4668
370,370,GoAir,Banglore,Delhi,07:45,10:40,2h 55m,non-stop,3419
371,371,Air India,Kolkata,Banglore,08:20,23:15,14h 55m,2 stops,13164
372,372,Air India,Delhi,Cochin,22:00,19:15 04 Jun,21h 15m,2 stops,10231
373,373,Jet Airways,Delhi,Cochin,19:45,12:35 02 Jun,16h 50m,1 stop,10262
374,374,Air India,Kolkata,Banglore,14:35,15:20 07 May,24h 45m,1 stop,6528
375,375,Jet Airways,Delhi,Cochin,20:00,04:25 10 May,8h 25m,2 stops,16263
376,376,IndiGo,Delhi,Cochin,06:50,22:30,15h 40m,1 stop,6442
377,377,Air India,Kolkata,Banglore,12:00,21:50,9h 50m,2 stops,9941
378,378,Multiple carriers,Delhi,Cochin,07:30,19:15,11h 45m,1 stop,15077
379,379,Vistara,Kolkata,Banglore,07:10,10:45 22 May,27h 35m,1 stop,9187
380,380,Jet Airways,Delhi,Cochin,15:00,04:25 07 Jun,13h 25m,1 stop,10262
381,381,IndiGo,Delhi,Cochin,11:25,01:30 16 Jun,14h 5m,1 stop,5883
382,382,Multiple carriers,Delhi,Cochin,10:20,21:00,10h 40m,1 stop,6480
383,383,Jet Airways,Delhi,Cochin,06:45,12:35 28 Jun,29h 50m,2 stops,13376
384,384,IndiGo,Mumbai,Hyderabad,02:35,04:05,1h 30m,non-stop,2754
385,385,IndiGo,Banglore,Delhi,06:05,08:50,2h 45m,non-stop,3943
386,386,IndiGo,Banglore,New Delhi,13:40,18:35,4h 55m,1 stop,8707
387,387,Air India,Delhi,Cochin,05:10,08:00,2h 50m,non-stop,6881
388,388,Vistara,Mumbai,Hyderabad,10:25,22:55,12h 30m,1 stop,12395
389,389,Air India,Delhi,Cochin,17:40,08:15 19 May,14h 35m,1 stop,8361
390,390,Jet Airways,Kolkata,Banglore,20:25,21:05 13 May,24h 40m,1 stop,12121
391,391,Air India,Banglore,New Delhi,10:30,11:20 02 Mar,24h 50m,1 stop,11528
392,392,IndiGo,Delhi,Cochin,16:00,21:00,5h,1 stop,5073
393,393,Multiple carriers,Delhi,Cochin,06:00,21:00,15h,1 stop,7005
394,394,IndiGo,Chennai,Kolkata,11:35,14:00,2h 25m,non-stop,7295
395,395,Multiple carriers,Delhi,Cochin,13:00,21:00,8h,1 stop,7618
396,396,Jet Airways,Delhi,Cochin,21:50,04:25 02 Jun,6h 35m,1 stop,14714
397,397,Air India,Delhi,Cochin,17:20,09:25 04 Apr,16h 5m,1 stop,5117
398,398,Air India,Kolkata,Banglore,20:45,23:20,2h 35m,non-stop,4435
399,399,IndiGo,Banglore,Delhi,22:10,01:00 22 May,2h 50m,non-stop,3625
400,400,IndiGo,Kolkata,Banglore,09:35,12:20,2h 45m,non-stop,4804
401,401,IndiGo,Kolkata,Banglore,20:25,23:05,2h 40m,non-stop,4462
402,402,Jet Airways,Kolkata,Banglore,14:05,23:35,9h 30m,1 stop,10844
403,403,Multiple carriers,Delhi,Cochin,09:00,21:00,12h,1 stop,15136
404,404,Multiple carriers,Delhi,Cochin,07:05,22:30,15h 25m,1 stop,9646
405,405,SpiceJet,Kolkata,Banglore,22:20,00:40 10 Mar,2h 20m,non-stop,4622
406,406,Air India,Kolkata,Banglore,09:25,18:30,9h 5m,1 stop,8891
407,407,SpiceJet,Chennai,Kolkata,17:45,20:05,2h 20m,non-stop,3543
408,408,Air India,Banglore,Delhi,13:20,16:10,2h 50m,non-stop,6121
409,409,Multiple carriers,Delhi,Cochin,06:00,13:20,7h 20m,1 stop,7845
410,410,Air Asia,Kolkata,Banglore,19:55,22:25,2h 30m,non-stop,3807
411,411,IndiGo,Kolkata,Banglore,17:15,19:50,2h 35m,non-stop,4804
412,412,Jet Airways,Kolkata,Banglore,19:45,08:10 25 Mar,12h 25m,1 stop,14231
413,413,Multiple carriers,Delhi,Cochin,13:00,01:30 28 Jun,12h 30m,1 stop,13377
414,414,SpiceJet,Kolkata,Banglore,15:05,20:20,5h 15m,1 stop,4649
415,415,Multiple carriers,Delhi,Cochin,08:00,19:00,11h,1 stop,12192
416,416,IndiGo,Mumbai,Hyderabad,12:00,13:30,1h 30m,non-stop,2754
417,417,Multiple carriers,Delhi,Cochin,10:00,01:30 28 May,15h 30m,1 stop,9508
418,418,Jet Airways,Delhi,Cochin,09:40,12:35 10 May,26h 55m,2 stops,13029
419,419,IndiGo,Kolkata,Banglore,17:15,19:50,2h 35m,non-stop,4804
420,420,GoAir,Kolkata,Banglore,16:40,00:15 19 May,7h 35m,1 stop,10586
421,421,Air India,Kolkata,Banglore,16:50,11:10 13 Jun,18h 20m,1 stop,8366
422,422,IndiGo,Mumbai,Hyderabad,19:05,20:35,1h 30m,non-stop,2754
423,423,IndiGo,Banglore,New Delhi,19:35,00:35 02 Mar,5h,1 stop,22153
424,424,Multiple carriers,Delhi,Cochin,18:00,01:30 07 Jun,7h 30m,1 stop,7198
425,425,SpiceJet,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,3859
426,426,Air Asia,Kolkata,Banglore,22:50,01:20 19 May,2h 30m,non-stop,4409
427,427,IndiGo,Kolkata,Banglore,04:40,07:15,2h 35m,non-stop,4804
428,428,Multiple carriers,Delhi,Cochin,06:40,19:15,12h 35m,1 stop,8937
429,429,IndiGo,Kolkata,Banglore,17:15,19:50,2h 35m,non-stop,4804
430,430,Jet Airways,Delhi,Cochin,09:40,12:35 13 Jun,26h 55m,2 stops,10368
431,431,IndiGo,Banglore,Delhi,07:10,10:05,2h 55m,non-stop,4823
432,432,Multiple carriers,Delhi,Cochin,13:00,01:30 16 Jun,12h 30m,1 stop,7198
433,433,Multiple carriers,Delhi,Cochin,11:25,19:00,7h 35m,1 stop,10877
434,434,Air India,Banglore,New Delhi,17:00,19:45,2h 45m,non-stop,10741
435,435,Multiple carriers,Delhi,Cochin,10:00,01:35 04 Mar,15h 35m,1 stop,16863
436,436,SpiceJet,Kolkata,Banglore,08:35,17:15,8h 40m,1 stop,7189
437,437,Jet Airways,Kolkata,Banglore,08:25,16:20,7h 55m,1 stop,10844
438,438,IndiGo,Kolkata,Banglore,14:25,16:55,2h 30m,non-stop,4804
439,439,Air India,Delhi,Cochin,14:10,17:10,3h,non-stop,6094
440,440,Multiple carriers,Delhi,Cochin,07:05,15:30,8h 25m,1 stop,17057
441,441,Jet Airways,Delhi,Cochin,11:30,12:35 28 Jun,25h 5m,1 stop,10262
442,442,Air India,Delhi,Cochin,21:30,19:15 07 Mar,21h 45m,2 stops,11552
443,443,IndiGo,Mumbai,Hyderabad,09:10,10:40,1h 30m,non-stop,4049
444,444,Jet Airways,Kolkata,Banglore,20:25,09:45 16 May,13h 20m,1 stop,12384
445,445,Jet Airways,Banglore,Delhi,08:20,11:20,3h,non-stop,4030
446,446,Air India,Delhi,Cochin,16:55,19:15 10 Mar,26h 20m,2 stops,22096
447,447,Jet Airways,Banglore,Delhi,06:00,08:45,2h 45m,non-stop,7229
448,448,Multiple carriers,Delhi,Cochin,11:30,01:30 25 Jun,14h,1 stop,13377
449,449,SpiceJet,Banglore,Delhi,05:55,08:35,2h 40m,non-stop,3625
450,450,Multiple carriers,Delhi,Cochin,14:55,22:30,7h 35m,1 stop,7038
451,451,Jet Airways,Kolkata,Banglore,17:00,10:55 07 May,17h 55m,1 stop,13067
452,452,IndiGo,Delhi,Cochin,05:35,08:50,3h 15m,non-stop,5601
453,453,IndiGo,Banglore,Delhi,00:25,03:15,2h 50m,non-stop,3943
454,454,Multiple carriers,Delhi,Cochin,08:45,21:00,12h 15m,1 stop,7670
455,455,Jet Airways,Delhi,Cochin,11:40,19:00,7h 20m,2 stops,18804
456,456,Jet Airways,Kolkata,Banglore,06:30,18:15,11h 45m,1 stop,10844
457,457,Jet Airways,Kolkata,Banglore,18:55,08:15 13 Jun,13h 20m,1 stop,13044
458,458,IndiGo,Delhi,Cochin,08:35,22:20,13h 45m,1 stop,10236
459,459,Air Asia,Kolkata,Banglore,10:20,12:55,2h 35m,non-stop,5645
460,460,Jet Airways,Delhi,Cochin,09:00,12:35 16 Jun,27h 35m,1 stop,10262
461,461,Air India,Banglore,Delhi,21:05,23:55,2h 50m,non-stop,6121
462,462,Jet Airways,Kolkata,Banglore,08:25,04:40 02 May,20h 15m,1 stop,8586
463,463,Jet Airways,Kolkata,Banglore,20:25,09:45 07 Jun,13h 20m,1 stop,10539
464,464,Jet Airways,Delhi,Cochin,09:40,04:25 28 May,18h 45m,2 stops,13029
465,465,Multiple carriers,Delhi,Cochin,04:55,19:00,14h 5m,1 stop,9103
466,466,Jet Airways,Banglore,New Delhi,11:40,10:25 02 Mar,22h 45m,1 stop,25735
467,467,IndiGo,Delhi,Cochin,06:40,21:00,14h 20m,1 stop,6758
468,468,Jet Airways,Delhi,Cochin,05:30,12:35,7h 5m,2 stops,16274
469,469,IndiGo,Delhi,Cochin,14:20,22:30,8h 10m,1 stop,6938
470,470,Jet Airways,Banglore,Delhi,11:10,14:05,2h 55m,non-stop,7229
471,471,Air Asia,Banglore,Delhi,23:55,02:45 10 Apr,2h 50m,non-stop,4483
472,472,Jet Airways,Kolkata,Banglore,13:55,09:15 25 Mar,19h 20m,1 stop,11134
473,473,Jet Airways,Delhi,Cochin,20:50,19:45 28 Mar,22h 55m,1 stop,12032
474,474,Air India,Kolkata,Banglore,12:00,21:50,9h 50m,2 stops,10151
475,475,SpiceJet,Mumbai,Hyderabad,13:10,14:30,1h 20m,non-stop,3173
476,476,Jet Airways,Delhi,Cochin,06:20,18:50,12h 30m,2 stops,11538
477,477,Multiple carriers,Delhi,Cochin,07:30,19:15,11h 45m,1 stop,9736
478,478,Jet Airways,Kolkata,Banglore,21:10,10:05 07 May,12h 55m,1 stop,13584
479,479,Jet Airways,Delhi,Cochin,10:00,12:35 19 May,26h 35m,1 stop,12373
480,480,IndiGo,Kolkata,Banglore,04:40,07:15,2h 35m,non-stop,4804
481,481,Multiple carriers,Delhi,Cochin,06:00,19:15,13h 15m,1 stop,9736
482,482,Air India,Mumbai,Hyderabad,10:05,19:10,9h 5m,2 stops,9736
483,483,IndiGo,Chennai,Kolkata,14:45,17:05,2h 20m,non-stop,3597
484,484,Multiple carriers,Delhi,Cochin,10:20,19:15,8h 55m,1 stop,8476
485,485,Air India,Kolkata,Banglore,14:15,16:45,2h 30m,non-stop,6245
486,486,Air India,Delhi,Cochin,06:05,09:25 07 Jun,27h 20m,1 stop,7952
487,487,Jet Airways,Banglore,Delhi,06:00,08:45,2h 45m,non-stop,4544
488,488,Jet Airways,Kolkata,Banglore,10:20,17:35,7h 15m,1 stop,5608
489,489,Air India,Delhi,Cochin,18:05,21:10,3h 5m,non-stop,4729
490,490,Jet Airways,Kolkata,Banglore,21:10,20:40 25 Mar,23h 30m,1 stop,13759
491,491,Jet Airways,Kolkata,Banglore,08:25,22:35,14h 10m,1 stop,10844
492,492,IndiGo,Kolkata,Banglore,07:10,12:40,5h 30m,1 stop,4864
493,493,Vistara,Delhi,Cochin,14:40,17:50,3h 10m,non-stop,6741
494,494,Vistara,Kolkata,Banglore,07:10,09:05 13 May,25h 55m,1 stop,9397
495,495,Vistara,Banglore,Delhi,11:30,14:20,2h 50m,non-stop,4668
496,496,Air India,Kolkata,Banglore,07:00,20:25,13h 25m,1 stop,11096
497,497,Multiple carriers,Delhi,Cochin,08:00,15:30,7h 30m,1 stop,8307
498,498,IndiGo,Chennai,Kolkata,13:15,15:35,2h 20m,non-stop,3597
499,499,Air India,Delhi,Cochin,21:00,19:15 10 Jun,22h 15m,1 stop,8372
500,500,SpiceJet,Kolkata,Banglore,17:10,19:40,2h 30m,non-stop,3841
501,501,Multiple carriers,Delhi,Cochin,07:30,19:15,11h 45m,1 stop,7354
502,502,IndiGo,Delhi,Cochin,07:30,21:00,13h 30m,1 stop,6093
503,503,Jet Airways,Kolkata,Banglore,17:00,14:25 16 May,21h 25m,1 stop,11467
504,504,Jet Airways,Kolkata,Banglore,21:10,04:40 25 May,7h 30m,1 stop,9663
505,505,Vistara,Kolkata,Banglore,07:10,18:50,11h 40m,1 stop,9345
506,506,Jet Airways,Kolkata,Banglore,18:55,19:50 25 May,24h 55m,1 stop,10844
507,507,Jet Airways,Kolkata,Banglore,20:25,18:00 19 May,21h 35m,1 stop,14151
508,508,Air India,Kolkata,Banglore,09:25,07:55 10 Jun,22h 30m,1 stop,8366
509,509,Vistara,Kolkata,Banglore,07:10,23:25,16h 15m,1 stop,9345
510,510,Air India,Kolkata,Banglore,10:00,23:15,13h 15m,1 stop,10203
511,511,Vistara,Mumbai,Hyderabad,08:45,22:55,14h 10m,1 stop,12080
512,512,Air India,Kolkata,Banglore,09:25,10:30 25 May,25h 5m,2 stops,12797
513,513,SpiceJet,Banglore,New Delhi,10:20,18:15,7h 55m,1 stop,10341
514,514,Air India,Delhi,Cochin,12:00,19:15,7h 15m,2 stops,9601
515,515,Air Asia,Banglore,Delhi,04:55,07:45,2h 50m,non-stop,4282
516,516,Multiple carriers,Delhi,Cochin,14:00,21:00,7h,1 stop,14067
517,517,Air Asia,Kolkata,Banglore,22:50,01:20 22 Jun,2h 30m,non-stop,3807
518,518,Air India,Kolkata,Banglore,20:45,23:20,2h 35m,non-stop,4435
519,519,Jet Airways,Kolkata,Banglore,17:00,21:05 22 May,28h 5m,1 stop,14151
520,520,Jet Airways,Delhi,Cochin,13:55,18:50 22 Mar,28h 55m,2 stops,8728
521,521,SpiceJet,Kolkata,Banglore,22:20,00:40 25 Apr,2h 20m,non-stop,3873
522,522,Air India,Delhi,Cochin,05:00,19:15 04 Mar,38h 15m,2 stops,10283
523,523,IndiGo,Banglore,Delhi,06:05,08:50,2h 45m,non-stop,4423
524,524,IndiGo,Delhi,Cochin,15:10,20:00,4h 50m,1 stop,6493
525,525,Vistara,Kolkata,Banglore,07:10,23:25,16h 15m,1 stop,8085
526,526,Air India,Delhi,Cochin,12:20,19:15 04 Jun,30h 55m,2 stops,12488
527,527,SpiceJet,Banglore,Delhi,09:30,12:20,2h 50m,non-stop,4991
528,528,Jet Airways,Kolkata,Banglore,16:30,22:35,6h 5m,1 stop,14781
529,529,Jet Airways,Kolkata,Banglore,08:25,04:40 07 Jun,20h 15m,1 stop,13731
530,530,Air India,Delhi,Cochin,23:00,19:15 25 May,20h 15m,1 stop,8582
531,531,IndiGo,Kolkata,Banglore,21:25,00:05 16 Apr,2h 40m,non-stop,4174
532,532,Jet Airways,Delhi,Cochin,14:35,12:35 28 Jun,22h,2 stops,10919
533,533,Jet Airways,Delhi,Cochin,17:30,04:25 22 Mar,10h 55m,1 stop,12557
534,534,Jet Airways,Delhi,Cochin,19:45,12:35 28 Jun,16h 50m,1 stop,10262
535,535,Vistara,Kolkata,Banglore,17:00,23:25,6h 25m,1 stop,8610
536,536,SpiceJet,Banglore,Delhi,09:30,12:20,2h 50m,non-stop,4319
537,537,GoAir,Banglore,Delhi,07:45,10:40,2h 55m,non-stop,3898
538,538,Jet Airways,Kolkata,Banglore,20:25,23:35 10 May,27h 10m,1 stop,13067
539,539,Jet Airways,Kolkata,Banglore,10:20,17:35,7h 15m,1 stop,8355
540,540,Jet Airways,Delhi,Cochin,08:00,19:00,11h,1 stop,18581
541,541,Jet Airways,Delhi,Cochin,09:00,19:00,10h,1 stop,16079
542,542,Multiple carriers,Delhi,Cochin,11:40,21:00,9h 20m,1 stop,6007
543,543,Vistara,Kolkata,Banglore,09:55,09:10 25 Mar,23h 15m,1 stop,10842
544,544,Jet Airways,Delhi,Cochin,05:30,04:25 25 Jun,22h 55m,2 stops,13014
545,545,Jet Airways,Delhi,Cochin,10:00,19:00,9h,1 stop,12373
546,546,IndiGo,Banglore,Delhi,04:00,06:50,2h 50m,non-stop,3943
547,547,Jet Airways,Delhi,Cochin,21:50,12:35 28 Jun,14h 45m,1 stop,10262
548,548,SpiceJet,Mumbai,Hyderabad,22:45,00:10 25 Mar,1h 25m,non-stop,2227
549,549,Vistara,Kolkata,Banglore,17:00,09:05 13 Jun,16h 5m,1 stop,7927
550,550,Jet Airways,Kolkata,Banglore,08:25,04:40 02 May,20h 15m,1 stop,13941
551,551,SpiceJet,Banglore,New Delhi,05:45,08:35,2h 50m,non-stop,3579
552,552,IndiGo,Banglore,New Delhi,23:30,02:20 04 Mar,2h 50m,non-stop,6144
553,553,IndiGo,Delhi,Cochin,02:00,07:25,5h 25m,1 stop,5636
554,554,Air Asia,Banglore,Delhi,04:55,07:45,2h 50m,non-stop,4282
555,555,Multiple carriers,Delhi,Cochin,11:30,19:15,7h 45m,1 stop,14323
556,556,Air India,Kolkata,Banglore,10:00,10:30 02 Apr,24h 30m,3 stops,12954
557,557,SpiceJet,Delhi,Cochin,08:45,13:15,4h 30m,1 stop,4812
558,558,IndiGo,Banglore,Delhi,13:00,15:50,2h 50m,non-stop,3943
559,559,Air Asia,Kolkata,Banglore,19:55,22:25,2h 30m,non-stop,3807
560,560,IndiGo,Banglore,Delhi,18:55,21:50,2h 55m,non-stop,4823
561,561,GoAir,Kolkata,Banglore,16:40,00:15 07 May,7h 35m,1 stop,7102
562,562,Jet Airways,Kolkata,Banglore,09:35,14:25 10 Jun,28h 50m,1 stop,14151
563,563,Jet Airways,Delhi,Cochin,13:00,12:35 28 Jun,23h 35m,1 stop,10262
564,564,SpiceJet,Banglore,Delhi,05:55,08:35,2h 40m,non-stop,3573
565,565,Multiple carriers,Delhi,Cochin,09:00,19:00,10h,1 stop,12927
566,566,IndiGo,Delhi,Cochin,07:35,12:10,4h 35m,1 stop,5703
567,567,Multiple carriers,Delhi,Cochin,19:00,01:35 04 Mar,6h 35m,1 stop,15288
568,568,Jet Airways,Delhi,Cochin,09:40,19:00,9h 20m,2 stops,10368
569,569,IndiGo,Kolkata,Banglore,17:15,19:50,2h 35m,non-stop,4804
570,570,Jet Airways,Delhi,Cochin,13:45,18:50 10 Mar,29h 5m,2 stops,18752
571,571,Air India,Kolkata,Banglore,12:00,23:15 13 May,35h 15m,3 stops,10991
572,572,Air India,Kolkata,Banglore,20:45,23:20,2h 35m,non-stop,4460
573,573,Air India,Kolkata,Banglore,16:45,08:55 13 May,16h 10m,2 stops,13437
574,574,Jet Airways,Delhi,Cochin,14:35,04:25 02 Jun,13h 50m,2 stops,13376
575,575,Jet Airways,Kolkata,Banglore,21:10,10:05 07 Jun,12h 55m,1 stop,14571
576,576,Multiple carriers,Delhi,Cochin,11:40,01:30 07 Jun,13h 50m,1 stop,6795
577,577,Air India,Kolkata,Banglore,05:50,12:30 16 May,30h 40m,2 stops,12723
578,578,SpiceJet,Kolkata,Banglore,17:15,19:45,2h 30m,non-stop,3815
579,579,Air India,Banglore,Delhi,10:00,12:45,2h 45m,non-stop,6961
580,580,IndiGo,Delhi,Cochin,05:05,16:10,11h 5m,1 stop,6818
581,581,Jet Airways,Banglore,Delhi,19:50,22:50,3h,non-stop,7229
582,582,Jet Airways,Kolkata,Banglore,21:10,08:15 10 May,11h 5m,1 stop,9663
583,583,Jet Airways,Kolkata,Banglore,16:30,23:35,7h 5m,1 stop,13941
584,584,IndiGo,Delhi,Cochin,06:50,12:10,5h 20m,1 stop,5298
585,585,Air India,Delhi,Cochin,10:00,19:15,9h 15m,1 stop,8372
586,586,Multiple carriers,Delhi,Cochin,07:10,18:10,11h,1 stop,7038
587,587,Multiple carriers,Delhi,Cochin,09:45,21:20,11h 35m,2 stops,6653
588,588,Jet Airways,Kolkata,Banglore,20:00,23:35 19 May,27h 35m,1 stop,10844
589,589,Jet Airways,Banglore,New Delhi,05:45,12:15,6h 30m,1 stop,17524
590,590,IndiGo,Delhi,Cochin,18:35,01:30 07 May,6h 55m,1 stop,7191
591,591,Multiple carriers,Delhi,Cochin,10:00,21:00,11h,1 stop,7933
592,592,Jet Airways,Delhi,Cochin,09:40,04:25 28 May,18h 45m,2 stops,15129
593,593,Multiple carriers,Delhi,Cochin,08:00,19:15,11h 15m,1 stop,11761
594,594,IndiGo,Mumbai,Hyderabad,20:05,21:40,1h 35m,non-stop,2227
595,595,SpiceJet,Kolkata,Banglore,17:10,19:40,2h 30m,non-stop,4174
596,596,Air India,Banglore,New Delhi,05:50,16:20,10h 30m,2 stops,15119
597,597,Jet Airways,Delhi,Cochin,02:15,18:50,16h 35m,1 stop,12242
598,598,Air India,Delhi,Cochin,09:45,23:00,13h 15m,1 stop,8907
599,599,Multiple carriers,Delhi,Cochin,10:35,19:15,8h 40m,1 stop,7575
600,600,Air India,Banglore,New Delhi,05:50,22:10,16h 20m,2 stops,13576
601,601,IndiGo,Mumbai,Hyderabad,16:55,18:25,1h 30m,non-stop,3175
602,602,Jet Airways,Delhi,Cochin,18:15,19:00 28 May,24h 45m,1 stop,12898
603,603,Multiple carriers,Delhi,Cochin,09:45,16:10,6h 25m,1 stop,9646
604,604,Air India,Kolkata,Banglore,16:45,08:55 22 May,16h 10m,2 stops,14960
605,605,Air Asia,Delhi,Cochin,07:55,13:25,5h 30m,1 stop,6152
606,606,Multiple carriers,Delhi,Cochin,16:00,01:35 22 Mar,9h 35m,1 stop,13542
607,607,IndiGo,Kolkata,Banglore,14:25,16:55,2h 30m,non-stop,4804
608,608,SpiceJet,Banglore,Delhi,21:10,00:05 25 Apr,2h 55m,non-stop,3625
609,609,IndiGo,Banglore,Delhi,06:05,08:50,2h 45m,non-stop,3943
610,610,IndiGo,Kolkata,Banglore,04:40,07:15,2h 35m,non-stop,4804
611,611,Jet Airways,Kolkata,Banglore,17:00,21:05 19 May,28h 5m,1 stop,14151
612,612,IndiGo,Delhi,Cochin,05:05,10:05,5h,1 stop,7894
613,613,Air India,Banglore,Delhi,06:10,08:55,2h 45m,non-stop,4441
614,614,Air Asia,Delhi,Cochin,16:45,22:15,5h 30m,1 stop,8327
615,615,Jet Airways,Delhi,Cochin,22:50,12:35 16 Jun,13h 45m,1 stop,10262
616,616,Air India,Delhi,Cochin,22:00,19:15 10 Jun,21h 15m,2 stops,10651
617,617,GoAir,Banglore,Delhi,07:45,10:40,2h 55m,non-stop,3898
618,618,Jet Airways,Kolkata,Banglore,08:25,04:40 07 Jun,20h 15m,1 stop,8586
619,619,Jet Airways,Delhi,Cochin,09:40,12:35 25 Jun,26h 55m,2 stops,13014
620,620,SpiceJet,Banglore,New Delhi,20:30,23:20,2h 50m,non-stop,5126
621,621,SpiceJet,Banglore,Delhi,09:30,12:20,2h 50m,non-stop,4423
622,622,IndiGo,Delhi,Cochin,08:35,22:20,13h 45m,1 stop,6790
623,623,IndiGo,Kolkata,Banglore,18:05,23:30,5h 25m,1 stop,6218
